"","Latitude","Longitude","Name","Street","City","State","Country","Zipcode","Category","Photo.URL","Description","Y","OBJECTID","Direction","Location","InstallDate","Function","MonitoredSchool","Speed_Enc","RLC_Enf","SZ_Enf","SZSpeedLimit","SZTriggerSpeed","RegSpeedLimit","TriggerSpeed","X"
"35",29.978076,-90.106005,"NO45 / 59","Canal St @ N. Olympia St (4)","","WB","United States",NA,"Traffic","","",29.9780814177551,35,"","","2009-10-16T00:00:00.000Z","FS / TFS","","x","","x",20,26,35,45,-90.1060106230343
"36",29.978693,-90.106927,"NO46 / 60","Canal St @ S. St Patrick St (3)","","EB","United States",NA,"Traffic","","",29.9786984183165,36,"","","2009-10-16T00:00:00.000Z","FS / TFS","","x","","x",20,26,35,45,-90.1069326228069
"37",29.961456,-90.041176,"NO61","Chartres St @ Gallier St","","EB","United States",NA,"Traffic","","",29.9614614164817,37,"","","2010-06-04T00:00:00.000Z","FS / TFS","","x","","",NA,NA,25,35,-90.0411816044968
"38",29.961456,-90.041176,"NO62","Chartres St @ Gallier St","","WB","United States",NA,"Traffic","","",29.9614614164817,38,"","","2010-06-04T00:00:00.000Z","FS / TFS","","x","","",NA,NA,25,35,-90.0411816044968
"39",29.931857,-90.078619,"NO63","Henry Clay Ave @ Coliseum St","","NB","United States",NA,"Traffic","","",29.9318624092744,39,"","","2010-06-04T00:00:00.000Z","FS / TFS","","x","","",NA,NA,25,35,-90.0786246136745
"40",29.92577,-90.123197,"NO64","Henry Clay Ave @ Coliseum St","","SB","United States",NA,"Traffic","","",29.9257754060352,40,"","","2010-06-04T00:00:00.000Z","FS / TFS","","x","","",NA,NA,25,35,-90.1232026257173
"41",29.981876,-90.111137,"NO65","B City Park Ave @ Canal St","","SW","United States",NA,"Traffic","","",29.981881418401,41,"","","2010-06-04T00:00:00.000Z","SOG / RL","","x","x","",NA,NA,35,45,-90.1111426240347
"42",29.966024,-90.063493,"NO66","N Rampart St @ Esplanade Ave","","SB","United States",NA,"Traffic","","",29.9660294170052,42,"","","2010-06-04T00:00:00.000Z","SOG / RL","","x","x","",NA,NA,35,45,-90.0634986113541
"43",29.99928,-90.085999,"NO67","Wisner Blvd @ Harrison Ave","","NB","United States",NA,"Traffic","","",29.9992854235813,43,"","","2010-07-07T00:00:00.000Z","SOG / RL","","","","",NA,NA,40,50,-90.086004617964
"44",29.99928,-90.085999,"NO68","Wisner Blvd @ Harrison Ave","","SB","United States",NA,"Traffic","","",29.9992854235813,44,"","","2010-07-07T00:00:00.000Z","SOG / RL","","","","",NA,NA,40,50,-90.086004617964
"45",30.00398,-90.098899,"NO71","Harrison Ave @ Marconi Dr","","WB","United States",NA,"Traffic","","",30.0039854237076,45,"","","2010-07-07T00:00:00.000Z","SOG / RL","","x","x","",NA,NA,25,35,-90.0989046222249
"46",29.972056,-90.10313,"NO72","S Carrollton Ave @ Banks St","","NB","United States",NA,"Traffic","","",29.9720614169308,46,"","","2010-12-13T00:00:00.000Z","SOG / RL","","x","x","",NA,NA,35,45,-90.1031356223672
"47",29.939732,-90.027568,"NO73 / 74","Pace Blvd @ St Julien Elementary","","NB","United States",NA,"Traffic","","",29.9397374123037,47,"","","2012-03-12T00:00:00.000Z","FS / TFS","St Julien Elementary","x","","",NA,NA,35,45,-90.0275735999173
"48",29.939732,-90.027568,"NO75 / 76","Pace Blvd @ St Julien Elementary","","SB","United States",NA,"Traffic","","",29.9397374123037,48,"","","2012-03-12T00:00:00.000Z","FS / TFS","St Julien Elementary","x","","",NA,NA,35,45,-90.0275735999173
"49",30.015672,-90.042701,"NO81","Press Dr @ Coghill Elementary","","NB","United States",NA,"Traffic","","",30.0156774287416,49,"","","2012-03-12T00:00:00.000Z","FS / TFS","Coghill Elementary","x","","",NA,NA,35,45,-90.0427066070274
"50",30.015672,-90.042701,"NO83","Press Dr @ Coghill Elementary","","SB","United States",NA,"Traffic","","",30.0156774287416,50,"","","2012-03-12T00:00:00.000Z","FS / TFS","Coghill Elementary","x","","",NA,NA,35,45,-90.0427066070274
"51",29.948732,-90.049846,"NO85 / 86","Opelousas Ave @ Holy Name of Mary","","EB","United States",NA,"Traffic","","",29.9487374131909,51,"","","2012-03-12T00:00:00.000Z","FS / TFS","Holy Name of Mary","x","","x",20,26,35,45,-90.0498516059305
"52",29.948732,-90.049846,"NO87 / 88","Opelousas Ave @ Holy Name of Mary","","WB","United States",NA,"Traffic","","",29.9487374131909,52,"","","2012-03-12T00:00:00.000Z","FS / TFS","Holy Name of Mary","x","","x",20,26,35,45,-90.0498516059305
"53",29.94984,-90.125463,"NO89 / 90","Carrollton Ave @ Kipp Believe School","","NB","United States",NA,"Traffic","","",29.9498454117003,53,"","","2012-03-12T00:00:00.000Z","FS / TFS","Kipp Believe School","x","","x",20,26,35,45,-90.1254686269773
"54",29.94984,-90.125463,"NO91 / 92","Carrollton Ave @ Kipp Believe School","","SB","United States",NA,"Traffic","","",29.9498454117003,54,"","","2012-03-12T00:00:00.000Z","FS / TFS","Kipp Believe School","x","","x",20,26,35,45,-90.1254686269773
"55",29.931841,-90.08141,"NO97 / 98","Prytania St @ McGehee School","","EB","United States",NA,"Traffic","","",29.9318464085182,55,"","","2012-03-12T00:00:00.000Z","FS / TFS","McGhee Middle School","x","","x",20,26,30,40,-90.0814156145431
"56",29.931841,-90.08141,"NO99 / 100","Prytania St @ McGehee School","","WB","United States",NA,"Traffic","","",29.9318464085182,56,"","","2012-03-12T00:00:00.000Z","FS / TFS","McGhee Middle School","x","","x",20,26,30,40,-90.0814156145431
"57",29.936453,-90.073085,"NO101 / 102","Camp St @ International School","","EB","United States",NA,"Traffic","","",29.9364584101147,57,"","","2012-03-12T00:00:00.000Z","FS / TFS","Internations School","x","","x",20,26,30,40,-90.073090612042
"58",30.021729,-90.002468,"NO103 / 104","Dwyer Rd @ Miller McCoy Academy","","EB","United States",NA,"Traffic","","",30.0217344314715,58,"","","2012-03-12T00:00:00.000Z","FS / TFS","Miller McCoy Academy","x","","x",20,26,30,40,-90.0024735965761
"59",30.021729,-90.002468,"NO105 / 106","Dwyer Rd @ Miller McCoy Academy","","WB","United States",NA,"Traffic","","",30.0217344314715,59,"","","2012-03-12T00:00:00.000Z","FS / TFS","Miller McCoy Academy","x","","x",20,26,30,40,-90.0024735965761
"60",29.934984,-90.106205,"NO107 / 108","Freret St @ Audubon Primary Academy","","EB","United States",NA,"Traffic","","",29.9349894087004,60,"","","2012-03-12T00:00:00.000Z","FS / TFS","Audubon Primary Academy","x","","x",20,26,25,35,-90.1062106212851
"61",29.934984,-90.106205,"NO109 / 110","Freret St @ Audubon Primary Academy","","WB","United States",NA,"Traffic","","",29.9349894087004,61,"","","2012-03-12T00:00:00.000Z","FS / TFS","Audubon Primary Academy","x","","x",20,26,25,35,-90.1062106212851
"62",30.022528,-89.974111,"NO111 / 112","Hammond St @ Resurrection of Our Lord School","","EB","United States",NA,"Traffic","","",30.0225334323628,62,"","","2012-03-12T00:00:00.000Z","FS / TFS","Resurection of our Lord","x","","x",20,26,25,35,-89.9741165888848
"63",30.022528,-89.974111,"NO113 / 114","Hammond St @ Resurrection of Our Lord School","","WB","United States",NA,"Traffic","","",30.0225334323628,63,"","","2012-03-12T00:00:00.000Z","FS / TFS","Resurection of our Lord","x","","x",20,26,25,35,-89.9741165888848
"64",29.927457,-90.074809,"NO115 / 116","Jackson Ave @ Laurel Elementary","","NB","United States",NA,"Traffic","","",29.9274624078244,64,"","","2012-03-12T00:00:00.000Z","FS / TFS","Laurel Elementry","x","","x",20,26,25,35,-90.074814611923
"65",29.927457,-90.074809,"NO117 / 118","Jackson Ave @ Laurel Elementary","","SB","United States",NA,"Traffic","","",29.9274624078244,65,"","","2012-03-12T00:00:00.000Z","FS / TFS","Laurel Elementry","x","","x",20,26,25,35,-90.074814611923
"66",29.92577,-90.123197,"NO119","Annunciation @ 2nd St","","WB","United States",NA,"Traffic","","",29.9257754060352,66,"","","2012-03-12T00:00:00.000Z","FS / TFS","","x","","",NA,NA,25,35,-90.1232026257173
"67",29.95354,-90.123107,"NO120 / A_B","2032 S Carrollton Ave","","SB","United States",NA,"Traffic","","",29.9535454121502,67,"","","2017-08-21T00:00:00.000Z","FS / TFS","Stuart Hall School for Boys","x","","x",20,26,20,30,-90.1231126270085
"68",29.957857,-90.118395,"NO121 / A_B","2619 S Carrollton Ave","","NB","United States",NA,"Traffic","","",29.9578624137719,68,"","","2017-09-13T00:00:00.000Z","FS / TFS","Lafayette School","x","","x",20,26,20,30,-90.1184006250796
"69",29.921102,-90.101321,"NO122 / A_B","915 Napoleon Ave","","NB","United States",NA,"Traffic","","",29.9211074055002,69,"","","2017-09-09T00:00:00.000Z","FS / TFS","St George's Episcopal School","x","","x",20,26,35,45,-90.1013266188899
"70",29.921937,-90.10179,"NO123 / A_B","1002 Napoleon Ave","","SB","United States",NA,"Traffic","","",29.9219424058799,70,"","","2017-09-07T00:00:00.000Z","FS / TFS","St Stephen School","x","","x",20,26,35,45,-90.1017956191742
"71",29.954415,-90.115055,"NO124 / A_B","65 Fontainebleau Dr","","EB","United States",NA,"Traffic","","",29.954420412417,71,"","","2017-08-24T00:00:00.000Z","FS / TFS","St Rita Catholic School","x","","x",20,26,30,40,-90.1150606242416
"72",30.01575,-90.076964,"NO126 / A_B","1505 Prentiss Ave","","EB","United States",NA,"Traffic","","",30.0157554275576,72,"","","2017-07-12T00:00:00.000Z","FS / TFS","Holy Cross School","x","","x",20,26,35,45,-90.076969616524
"73",29.947137,-90.089842,"NO127 / A_B","3132 Martin Luther King Jr Blvd","","EB","United States",NA,"Traffic","","",29.9471424120831,73,"","","2017-08-15T00:00:00.000Z","FS / TFS","Sylvanie Williams College Prep","x","","x",20,26,35,45,-90.0898476167866
"74",29.947137,-90.089842,"NO128 / A_B","3132 Martin Luther King Jr Blvd","","WB","United States",NA,"Traffic","","",29.9471424120831,74,"","","2017-08-07T00:00:00.000Z","FS / TFS","Sylvanie Williams College Prep","x","","x",20,26,35,45,-90.0898476167866
"75",29.973512,-90.098746,"NO129 / A_B","3910 Canal St","","NB","United States",NA,"Traffic","","",29.9735174173474,75,"","","2017-08-02T00:00:00.000Z","FS / TFS","St John Lutheran School","x","","x",20,26,35,45,-90.0987516212203
"76",29.920317,-90.110328,"NO132 / A_B","5107 Magazine St","","EB","United States",NA,"Traffic","","",29.9203224053312,76,"","","2017-08-23T00:00:00.000Z","FS / TFS","St Katharine Drexel Preparatory School","x","","x",20,26,35,45,-90.1103336218657
"77",29.920317,-90.110328,"NO133 / A_B","5107 Magazine St","","WB","United States",NA,"Traffic","","",29.9203224053312,77,"","","2017-08-23T00:00:00.000Z","FS / TFS","St Katharine Drexel Preparatory School","x","","x",20,26,35,45,-90.1103336218657
"78",29.933953,-90.041566,"NO134 / A_B","1921 LB Landry Ave","","NB","United States",NA,"Traffic","","",29.9339584107633,78,"","","2017-07-31T00:00:00.000Z","FS / TFS","William J Fischer Elementary School","x","","x",20,26,35,45,-90.0415716039202
"79",29.941727,-90.087095,"NO136 / A_B","2418 Jackson Ave","","NB","United States",NA,"Traffic","","",29.9417324107208,79,"","","","FS / TFS","Mahalia Jackson Elementary School","x","","x",20,26,25,35,-90.087100615875
"80",29.941727,-90.087095,"NO137 / A_B","2418 Jackson Ave","","SB","United States",NA,"Traffic","","",29.9417324107208,80,"","","","FS / TFS","Mahalia Jackson Elementary School","x","","x",20,26,25,35,-90.087100615875
"81",29.963133,-90.079606,"NO138 / A_B","2063 Bienville St","","EB","United States",NA,"Traffic","","",29.9631384154873,81,"","","2017-07-25T00:00:00.000Z","FS / TFS","Success Preparatory Academy","x","","x",20,26,35,45,-90.0796116148097
"82",29.963133,-90.079606,"NO139 / A_B","2063 Bienville St","","WB","United States",NA,"Traffic","","",29.9631384154873,82,"","","2017-07-14T00:00:00.000Z","FS / TFS","Success Preparatory Academy","x","","x",20,26,35,45,-90.0796116148097
"83",30.010597,-90.037991,"NO140 / A_B","4642 Mirabeau Ave","","EB","United States",NA,"Traffic","","",30.0106024274878,83,"","","2017-09-22T00:00:00.000Z","FS / TFS","Mary D Coghill School","x","","x",20,26,25,35,-90.0379966058617
"84",30.010597,-90.037991,"NO141 / A_B","4642 Mirabeau Ave","","WB","United States",NA,"Traffic","","",30.0106024274878,84,"","","2017-09-25T00:00:00.000Z","FS / TFS","Mary D Coghill School","x","","x",20,26,25,35,-90.0379966058617
"85",30.010515,-90.036973,"NO142 / A_B","4916 Louisa St","","NB","United States",NA,"Traffic","","",30.0105204275472,85,"","","2017-07-19T00:00:00.000Z","FS / TFS","Mary D Coghill School","x","","x",20,26,25,35,-90.0369786050711
"86",30.010515,-90.036973,"NO143 / A_B","4916 Louisa St","","SB","United States",NA,"Traffic","","",30.0105204275472,86,"","","2017-07-19T00:00:00.000Z","FS / TFS","Mary D Coghill School","x","","x",20,26,25,35,-90.0369786050711
"87",29.987784,-90.080266,"NO146 / A_B","3424 Trafalgar St","","EB","United States",NA,"Traffic","","",29.9877894215372,87,"","","2017-07-11T00:00:00.000Z","FS / TFS","Langston Hughes Elementary School","x","","x",20,26,25,35,-90.080271616836
"88",29.987784,-90.080266,"NO147 / A_B","3424 Trafalgar St","","WB","United States",NA,"Traffic","","",29.9877894215372,88,"","","2017-07-09T00:00:00.000Z","FS / TFS","Langston Hughes Elementary School","x","","x",20,26,25,35,-90.080271616836
"89",29.917518,-89.98442,"NO149 / A_B","6551 Berkley Dr","","EB","United States",NA,"Traffic","","",29.9175234089765,89,"","","2017-08-14T00:00:00.000Z","FS / TFS","Algiers Technology Academy","x","","",20,26,25,35,-89.9844255872389
"90",29.917518,-89.98442,"NO150 / A_B","6551 Berkley Dr","","WB","United States",NA,"Traffic","","",29.9175234089765,90,"","","2017-07-25T00:00:00.000Z","FS / TFS","Algiers Technology Academy","x","","x",20,26,25,35,-89.9844255872389
"91",30.022047,-90.090538,"NO151 / A_B","78 Spanish Fort Blvd","","NB","United States",NA,"Traffic","","",30.0220524281834,91,"","","","FS / TFS","St Pius X School","x","","x",20,26,25,35,-90.0905436206604
"92",30.022047,-90.090538,"NO152 / A_B","78 Spanish Fort Blvd","","SB","United States",NA,"Traffic","","",30.0220524281834,92,"","","","FS / TFS","St Pius X School","x","","x",20,26,25,35,-90.0905436206604
"93",29.987624,-90.072826,"NO153 / A_B","2914 Paris Ave","","NB","United States",NA,"Traffic","","",29.9876294209459,93,"","","2017-07-11T00:00:00.000Z","FS / TFS","St Leo the Great School","x","","x",20,26,35,45,-90.072831614252
"94",29.987624,-90.072826,"NO154 / A_B","2914 Paris Ave","","SB","United States",NA,"Traffic","","",29.9876294209459,94,"","","2017-07-11T00:00:00.000Z","FS / TFS","St Leo the Great School","x","","x",20,26,35,45,-90.072831614252
"95",29.94588,-90.085288,"NO155 / A_B","1321 Magnolia St","","NB","United States",NA,"Traffic","","",29.9458854116671,95,"","","2017-07-25T00:00:00.000Z","FS / TFS","KIPP Central City Primary","x","","x",20,26,25,35,-90.085293616247
"96",29.921092,-90.098518,"NO156 / A_B","4118 Magazine St","","WB","United States",NA,"Traffic","","",29.9210974059881,96,"","","2017-09-11T00:00:00.000Z","FS / TFS","Ecole Bilingue de la Nouvelle-Orleans","x","","x",20,26,30,40,-90.0985236186446
"97",29.982068,-90.069736,"NO158 / A_B","1842 N Dorgenois St","","EB","United States",NA,"Traffic","","",29.9820734201,97,"","","2017-06-20T00:00:00.000Z","FS / TFS","Life of Christian Academy","x","","x",20,26,25,35,-90.0697416127323
"98",29.983647,-90.067579,"NO160 / A_B","2600 A P Tureaud Ave","","SB","United States",NA,"Traffic","","",29.9836524210627,98,"","","2017-09-12T00:00:00.000Z","FS / TFS","St Augustine High School","x","","x",20,26,35,45,-90.0675846124029
"99",29.977438,-90.080124,"NO161 / A_B","2724 Esplanade Ave","","NB","United States",NA,"Traffic","","",29.9774434185159,99,"","","2017-06-19T00:00:00.000Z","FS / TFS","McDonogh 28 Elementary School","x","","x",20,26,35,45,-90.0801296156484
"100",29.977438,-90.080124,"NO162 / A_B","2724 Esplanade Ave","","SB","United States",NA,"Traffic","","",29.9774434185159,100,"","","2017-06-20T00:00:00.000Z","FS / TFS","McDonogh 28 Elementary School","x","","x",20,26,35,45,-90.0801296156484
"101",29.967774,-90.090967,"NO165 / A_B","3014 Canal St","","EB","United States",NA,"Traffic","","",29.9677794164875,101,"","","2017-08-28T00:00:00.000Z","FS / TFS","Warren Easton High School","x","","x",20,26,25,35,-90.0909726188379
"102",29.967958,-90.090552,"NO166 / A_B","5663 Freret St","","WB","United States",NA,"Traffic","","",29.9679634161448,102,"","","2017-09-05T00:00:00.000Z","FS / TFS","Lusher Middle & High School","x","","x",20,26,35,45,-90.0905576179186
"103",29.93277,-90.115594,"NO167 / A_B","1769 Nashville Ave","","NB","United States",NA,"Traffic","","",29.9327754077934,103,"","","","FS / TFS","Lusher Middle & High School","x","","x",20,26,30,40,-90.1155996235151
"104",29.93277,-90.115594,"NO168 / A_B","1769 Nashville Ave","","SB","United States",NA,"Traffic","","",29.9327754077934,104,"","","","FS / TFS","Lusher Middle & High School","x","","x",20,26,30,40,-90.1155996235151
"105",29.935781,-90.113704,"NO169 / A_B","3013 Canal St","","WB","United States",NA,"Traffic","","",29.935786408726,105,"","","2017-08-18T00:00:00.000Z","FS / TFS","Warren Easton High School","x","","x",20,26,25,35,-90.1137096233155
"106",29.943985,-90.121447,"NO170 / A_B","1409 Broadway St","","NB","United States",NA,"Traffic","","",29.9439904101375,106,"","","2017-08-17T00:00:00.000Z","FS / TFS","Lusher Elementary School","x","","x",20,26,35,45,-90.1214526259479
"107",29.944332,-90.121397,"NO171 / A_B","1430 Broadway St","","SB","United States",NA,"Traffic","","",29.9443374099519,107,"","","2017-08-17T00:00:00.000Z","FS / TFS","Lusher Elementary School","x","","x",20,26,35,45,-90.1214026260159
"108",29.96821,-90.079022,"NO172 / A_B","2324 Orleans Ave","","EB","United States",NA,"Traffic","","",29.9682154171736,108,"","","2017-07-07T00:00:00.000Z","FS / TFS","Wheatley Elementary School","x","","x",20,26,35,45,-90.07902761552
"109",29.96821,-90.079022,"NO173 / A_B","2324 Orleans Ave","","WB","United States",NA,"Traffic","","",29.9682154171736,109,"","","2017-07-06T00:00:00.000Z","FS / TFS","Wheatley Elementary School","x","","x",20,26,35,45,-90.07902761552
"110",29.982196,-90.087023,"NO174 / A_B","3413 Esplanade Ave","","NB","United States",NA,"Traffic","","",29.9822014200552,110,"","","2017-06-23T00:00:00.000Z","FS / TFS","Bricolage Academy","x","","x",20,26,35,45,-90.087028618431
"111",29.982196,-90.087023,"NO175 / A_B","3413 Esplanade Ave","","SB","United States",NA,"Traffic","","",29.9822014200552,111,"","","2017-06-22T00:00:00.000Z","FS / TFS","Bricolage Academy","x","","x",20,26,35,45,-90.087028618431
"112",29.968199,-90.101478,"S. Cortez St. & D' Hemecourt St.","D Hemecourt Street","New Orleans","Louisiana","United States",70119,"Traffic","","NOPD Quality & Neighborhood Safety Camera on utility pole.",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA
"113",29.931411,-90.073564,"Magazine and St. Mary's St","1818 Magazine Street","New Orleans","Louisiana","United States",70130,"Traffic","","",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA
"114",29.954302,-90.102546,"","","New Orleans","Louisiana","United States",70125,"Traffic","","",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA
