Latitude,Longitude,Name,Street,City,State,Country,Zipcode,Category,Photo URL,Description,Y,OBJECTID,Direction,Location,InstallDate,Function,MonitoredSchool,Speed_Enc,RLC_Enf,SZ_Enf,SZSpeedLimit,SZTriggerSpeed,RegSpeedLimit,TriggerSpeed,X
29.926371,-90.10442,NO33 / 49,St Charles Ave @ Jena St 4500 Blk St Charles,,EB,United States,,Traffic,,,29.926376406758038,25,,,2009-10-16T00:00:00.000Z,FS / TFS,Academy of the Sacred Heart,x,,x,20,26,35,45,-90.104425619854467
29.926288,-90.103313,NO34 / 5,St Charles Ave @ Jena St 4500 Blk St Charles,,WB,United States,,Traffic,,,29.926293406737265,26,,,2009-10-16T00:00:00.000Z,FS / TFS,Academy of the Sacred Heart,x,,x,20,26,35,45,-90.103318619811077
30.022914,-89.968403,NO35 / 51,Read Blvd @ Hammond St 4800 Block of Read,,NB,United States,,Traffic,,,30.022919432040734,27,,,2009-10-16T00:00:00.000Z,FS / TFS,,x,,x,20,26,35,45,-89.9684085870622
30.022914,-89.968403,NO36 / 52,Read Blvd @ Hammond St 4800 Block of Read,,SB,United States,,Traffic,,,30.022919432040734,28,,,2009-10-16T00:00:00.000Z,FS / TFS,,x,,x,20,26,35,45,-89.9684085870622
29.931286,-90.078119,NO37 / 53,Jackson Ave @ Chestnut St (1),,NB,United States,,Traffic,,,29.931291408894321,29,,,2009-10-16T00:00:00.000Z,FS / TFS,,x,,x,20,26,25,35,-90.078124613589821
30.022885,-89.968558,NO38 / 54,Jackson Ave @ Coliseum St (2),,SB,United States,,Traffic,,,30.022890432383239,30,,,2009-10-16T00:00:00.000Z,FS / TFS,,x,,x,20,26,25,35,-89.96856358728094
30.00166,-90.050274,NO41 / 55,Franklin Ave @ Wisteria St (1),,NB,United States,,Traffic,,,30.001665425184168,31,,,2009-10-16T00:00:00.000Z,FS / TFS,,x,,,,,35,45,-90.050279608865097
30.00166,-90.050274,NO42 / 56,Franklin Ave @ Wisteria St (2),,SB,United States,,Traffic,,,30.001665425184168,32,,,2009-10-16T00:00:00.000Z,FS / TFS,,x,,,,,35,45,-90.050279608865097
29.980437,-90.105379,NO43 / 57,Bienville St @ N St Patrick St (3),,EB,United States,,Traffic,,,29.980442418935343,33,,,2009-10-16T00:00:00.000Z,FS / TFS,,x,,x,20,26,35,45,-90.105384623325321
29.979891,-90.104463,NO44 / 58,Bienville St @ N. Olympia St (4),,WB,United States,,Traffic,,,29.979896418997402,34,,,2009-10-16T00:00:00.000Z,FS / TFS,,x,,x,20,26,35,45,-90.104468622518397
29.978076,-90.106005,NO45 / 59,Canal St @ N. Olympia St (4),,WB,United States,,Traffic,,,29.978081417755106,35,,,2009-10-16T00:00:00.000Z,FS / TFS,,x,,x,20,26,35,45,-90.106010623034251
29.978693,-90.106927,NO46 / 60,Canal St @ S. St Patrick St (3),,EB,United States,,Traffic,,,29.97869841831649,36,,,2009-10-16T00:00:00.000Z,FS / TFS,,x,,x,20,26,35,45,-90.106932622806866
29.961456,-90.041176,NO61,Chartres St @ Gallier St,,EB,United States,,Traffic,,,29.961461416481683,37,,,2010-06-04T00:00:00.000Z,FS / TFS,,x,,,,,25,35,-90.041181604496785
29.961456,-90.041176,NO62,Chartres St @ Gallier St,,WB,United States,,Traffic,,,29.961461416481683,38,,,2010-06-04T00:00:00.000Z,FS / TFS,,x,,,,,25,35,-90.041181604496785
29.931857,-90.078619,NO63,Henry Clay Ave @ Coliseum St,,NB,United States,,Traffic,,,29.931862409274377,39,,,2010-06-04T00:00:00.000Z,FS / TFS,,x,,,,,25,35,-90.078624613674506
29.92577,-90.123197,NO64,Henry Clay Ave @ Coliseum St,,SB,United States,,Traffic,,,29.925775406035203,40,,,2010-06-04T00:00:00.000Z,FS / TFS,,x,,,,,25,35,-90.123202625717255
29.981876,-90.111137,NO65,B City Park Ave @ Canal St,,SW,United States,,Traffic,,,29.981881418400988,41,,,2010-06-04T00:00:00.000Z,SOG / RL,,x,x,,,,35,45,-90.111142624034713
29.966024,-90.063493,NO66,N Rampart St @ Esplanade Ave,,SB,United States,,Traffic,,,29.966029417005174,42,,,2010-06-04T00:00:00.000Z,SOG / RL,,x,x,,,,35,45,-90.063498611354106
29.99928,-90.085999,NO67,Wisner Blvd @ Harrison Ave,,NB,United States,,Traffic,,,29.999285423581266,43,,,2010-07-07T00:00:00.000Z,SOG / RL,,,,,,,40,50,-90.086004617963951
29.99928,-90.085999,NO68,Wisner Blvd @ Harrison Ave,,SB,United States,,Traffic,,,29.999285423581266,44,,,2010-07-07T00:00:00.000Z,SOG / RL,,,,,,,40,50,-90.086004617963951
30.00398,-90.098899,NO71,Harrison Ave @ Marconi Dr,,WB,United States,,Traffic,,,30.003985423707565,45,,,2010-07-07T00:00:00.000Z,SOG / RL,,x,x,,,,25,35,-90.098904622224907
29.972056,-90.10313,NO72,S Carrollton Ave @ Banks St,,NB,United States,,Traffic,,,29.972061416930753,46,,,2010-12-13T00:00:00.000Z,SOG / RL,,x,x,,,,35,45,-90.103135622367233
29.939732,-90.027568,NO73 / 74,Pace Blvd @ St Julien Elementary,,NB,United States,,Traffic,,,29.939737412303728,47,,,2012-03-12T00:00:00.000Z,FS / TFS,St Julien Elementary,x,,,,,35,45,-90.027573599917332
29.939732,-90.027568,NO75 / 76,Pace Blvd @ St Julien Elementary,,SB,United States,,Traffic,,,29.939737412303728,48,,,2012-03-12T00:00:00.000Z,FS / TFS,St Julien Elementary,x,,,,,35,45,-90.027573599917332
30.015672,-90.042701,NO81,Press Dr @ Coghill Elementary,,NB,United States,,Traffic,,,30.015677428741615,49,,,2012-03-12T00:00:00.000Z,FS / TFS,Coghill Elementary,x,,,,,35,45,-90.042706607027441
30.015672,-90.042701,NO83,Press Dr @ Coghill Elementary,,SB,United States,,Traffic,,,30.015677428741615,50,,,2012-03-12T00:00:00.000Z,FS / TFS,Coghill Elementary,x,,,,,35,45,-90.042706607027441
29.948732,-90.049846,NO85 / 86,Opelousas Ave @ Holy Name of Mary,,EB,United States,,Traffic,,,29.948737413190869,51,,,2012-03-12T00:00:00.000Z,FS / TFS,Holy Name of Mary,x,,x,20,26,35,45,-90.049851605930499
29.948732,-90.049846,NO87 / 88,Opelousas Ave @ Holy Name of Mary,,WB,United States,,Traffic,,,29.948737413190869,52,,,2012-03-12T00:00:00.000Z,FS / TFS,Holy Name of Mary,x,,x,20,26,35,45,-90.049851605930499
29.94984,-90.125463,NO89 / 90,Carrollton Ave @ Kipp Believe School,,NB,United States,,Traffic,,,29.949845411700263,53,,,2012-03-12T00:00:00.000Z,FS / TFS,Kipp Believe School,x,,x,20,26,35,45,-90.125468626977323
29.94984,-90.125463,NO91 / 92,Carrollton Ave @ Kipp Believe School,,SB,United States,,Traffic,,,29.949845411700263,54,,,2012-03-12T00:00:00.000Z,FS / TFS,Kipp Believe School,x,,x,20,26,35,45,-90.125468626977323
29.931841,-90.08141,NO97 / 98,Prytania St @ McGehee School,,EB,United States,,Traffic,,,29.931846408518215,55,,,2012-03-12T00:00:00.000Z,FS / TFS,McGhee Middle School,x,,x,20,26,30,40,-90.08141561454309
29.931841,-90.08141,NO99 / 100,Prytania St @ McGehee School,,WB,United States,,Traffic,,,29.931846408518215,56,,,2012-03-12T00:00:00.000Z,FS / TFS,McGhee Middle School,x,,x,20,26,30,40,-90.08141561454309
29.936453,-90.073085,NO101 / 102,Camp St @ International School,,EB,United States,,Traffic,,,29.93645841011466,57,,,2012-03-12T00:00:00.000Z,FS / TFS,Internations School,x,,x,20,26,30,40,-90.073090612042037
30.021729,-90.002468,NO103 / 104,Dwyer Rd @ Miller McCoy Academy,,EB,United States,,Traffic,,,30.021734431471494,58,,,2012-03-12T00:00:00.000Z,FS / TFS,Miller McCoy Academy,x,,x,20,26,30,40,-90.002473596576138
30.021729,-90.002468,NO105 / 106,Dwyer Rd @ Miller McCoy Academy,,WB,United States,,Traffic,,,30.021734431471494,59,,,2012-03-12T00:00:00.000Z,FS / TFS,Miller McCoy Academy,x,,x,20,26,30,40,-90.002473596576138
29.934984,-90.106205,NO107 / 108,Freret St @ Audubon Primary Academy,,EB,United States,,Traffic,,,29.934989408700407,60,,,2012-03-12T00:00:00.000Z,FS / TFS,Audubon Primary Academy,x,,x,20,26,25,35,-90.106210621285086
29.934984,-90.106205,NO109 / 110,Freret St @ Audubon Primary Academy,,WB,United States,,Traffic,,,29.934989408700407,61,,,2012-03-12T00:00:00.000Z,FS / TFS,Audubon Primary Academy,x,,x,20,26,25,35,-90.106210621285086
30.022528,-89.974111,NO111 / 112,Hammond St @ Resurrection of Our Lord School,,EB,United States,,Traffic,,,30.022533432362764,62,,,2012-03-12T00:00:00.000Z,FS / TFS,Resurection of our Lord,x,,x,20,26,25,35,-89.974116588884783
30.022528,-89.974111,NO113 / 114,Hammond St @ Resurrection of Our Lord School,,WB,United States,,Traffic,,,30.022533432362764,63,,,2012-03-12T00:00:00.000Z,FS / TFS,Resurection of our Lord,x,,x,20,26,25,35,-89.974116588884783
29.927457,-90.074809,NO115 / 116,Jackson Ave @ Laurel Elementary,,NB,United States,,Traffic,,,29.927462407824382,64,,,2012-03-12T00:00:00.000Z,FS / TFS,Laurel Elementry,x,,x,20,26,25,35,-90.074814611923017
29.927457,-90.074809,NO117 / 118,Jackson Ave @ Laurel Elementary,,SB,United States,,Traffic,,,29.927462407824382,65,,,2012-03-12T00:00:00.000Z,FS / TFS,Laurel Elementry,x,,x,20,26,25,35,-90.074814611923017
29.92577,-90.123197,NO119,Annunciation @ 2nd St,,WB,United States,,Traffic,,,29.925775406035203,66,,,2012-03-12T00:00:00.000Z,FS / TFS,,x,,,,,25,35,-90.123202625717255
29.95354,-90.123107,NO120 / A_B,2032 S Carrollton Ave,,SB,United States,,Traffic,,,29.953545412150248,67,,,2017-08-21T00:00:00.000Z,FS / TFS,Stuart Hall School for Boys,x,,x,20,26,20,30,-90.123112627008524
29.957857,-90.118395,NO121 / A_B,2619 S Carrollton Ave,,NB,United States,,Traffic,,,29.957862413771881,68,,,2017-09-13T00:00:00.000Z,FS / TFS,Lafayette School,x,,x,20,26,20,30,-90.118400625079559
29.921102,-90.101321,NO122 / A_B,915 Napoleon Ave,,NB,United States,,Traffic,,,29.921107405500223,69,,,2017-09-09T00:00:00.000Z,FS / TFS,St George's Episcopal School,x,,x,20,26,35,45,-90.1013266188899
29.921937,-90.10179,NO123 / A_B,1002 Napoleon Ave,,SB,United States,,Traffic,,,29.921942405879868,70,,,2017-09-07T00:00:00.000Z,FS / TFS,St Stephen School,x,,x,20,26,35,45,-90.101795619174197
29.954415,-90.115055,NO124 / A_B,65 Fontainebleau Dr,,EB,United States,,Traffic,,,29.954420412417019,71,,,2017-08-24T00:00:00.000Z,FS / TFS,St Rita Catholic School,x,,x,20,26,30,40,-90.115060624241579
30.01575,-90.076964,NO126 / A_B,1505 Prentiss Ave,,EB,United States,,Traffic,,,30.015755427557561,72,,,2017-07-12T00:00:00.000Z,FS / TFS,Holy Cross School,x,,x,20,26,35,45,-90.076969616523954
29.947137,-90.089842,NO127 / A_B,3132 Martin Luther King Jr Blvd,,EB,United States,,Traffic,,,29.947142412083139,73,,,2017-08-15T00:00:00.000Z,FS / TFS,Sylvanie Williams College Prep,x,,x,20,26,35,45,-90.089847616786628
29.947137,-90.089842,NO128 / A_B,3132 Martin Luther King Jr Blvd,,WB,United States,,Traffic,,,29.947142412083139,74,,,2017-08-07T00:00:00.000Z,FS / TFS,Sylvanie Williams College Prep,x,,x,20,26,35,45,-90.089847616786628
29.973512,-90.098746,NO129 / A_B,3910 Canal St,,NB,United States,,Traffic,,,29.973517417347409,75,,,2017-08-02T00:00:00.000Z,FS / TFS,St John Lutheran School,x,,x,20,26,35,45,-90.098751621220316
29.920317,-90.110328,NO132 / A_B,5107 Magazine St,,EB,United States,,Traffic,,,29.920322405331159,76,,,2017-08-23T00:00:00.000Z,FS / TFS,St Katharine Drexel Preparatory School,x,,x,20,26,35,45,-90.110333621865749
29.920317,-90.110328,NO133 / A_B,5107 Magazine St,,WB,United States,,Traffic,,,29.920322405331159,77,,,2017-08-23T00:00:00.000Z,FS / TFS,St Katharine Drexel Preparatory School,x,,x,20,26,35,45,-90.110333621865749
29.933953,-90.041566,NO134 / A_B,1921 LB Landry Ave,,NB,United States,,Traffic,,,29.933958410763285,78,,,2017-07-31T00:00:00.000Z,FS / TFS,William J Fischer Elementary School,x,,x,20,26,35,45,-90.041571603920175
29.941727,-90.087095,NO136 / A_B,2418 Jackson Ave,,NB,United States,,Traffic,,,29.941732410720757,79,,,,FS / TFS,Mahalia Jackson Elementary School,x,,x,20,26,25,35,-90.087100615874974
29.941727,-90.087095,NO137 / A_B,2418 Jackson Ave,,SB,United States,,Traffic,,,29.941732410720757,80,,,,FS / TFS,Mahalia Jackson Elementary School,x,,x,20,26,25,35,-90.087100615874974
29.963133,-90.079606,NO138 / A_B,2063 Bienville St,,EB,United States,,Traffic,,,29.963138415487304,81,,,2017-07-25T00:00:00.000Z,FS / TFS,Success Preparatory Academy,x,,x,20,26,35,45,-90.079611614809693
29.963133,-90.079606,NO139 / A_B,2063 Bienville St,,WB,United States,,Traffic,,,29.963138415487304,82,,,2017-07-14T00:00:00.000Z,FS / TFS,Success Preparatory Academy,x,,x,20,26,35,45,-90.079611614809693
30.010597,-90.037991,NO140 / A_B,4642 Mirabeau Ave,,EB,United States,,Traffic,,,30.010602427487832,83,,,2017-09-22T00:00:00.000Z,FS / TFS,Mary D Coghill School,x,,x,20,26,25,35,-90.03799660586175
30.010597,-90.037991,NO141 / A_B,4642 Mirabeau Ave,,WB,United States,,Traffic,,,30.010602427487832,84,,,2017-09-25T00:00:00.000Z,FS / TFS,Mary D Coghill School,x,,x,20,26,25,35,-90.03799660586175
30.010515,-90.036973,NO142 / A_B,4916 Louisa St,,NB,United States,,Traffic,,,30.010520427547231,85,,,2017-07-19T00:00:00.000Z,FS / TFS,Mary D Coghill School,x,,x,20,26,25,35,-90.036978605071084
30.010515,-90.036973,NO143 / A_B,4916 Louisa St,,SB,United States,,Traffic,,,30.010520427547231,86,,,2017-07-19T00:00:00.000Z,FS / TFS,Mary D Coghill School,x,,x,20,26,25,35,-90.036978605071084
29.987784,-90.080266,NO146 / A_B,3424 Trafalgar St,,EB,United States,,Traffic,,,29.987789421537197,87,,,2017-07-11T00:00:00.000Z,FS / TFS,Langston Hughes Elementary School,x,,x,20,26,25,35,-90.080271616835958
29.987784,-90.080266,NO147 / A_B,3424 Trafalgar St,,WB,United States,,Traffic,,,29.987789421537197,88,,,2017-07-09T00:00:00.000Z,FS / TFS,Langston Hughes Elementary School,x,,x,20,26,25,35,-90.080271616835958
29.917518,-89.98442,NO149 / A_B,6551 Berkley Dr,,EB,United States,,Traffic,,,29.917523408976482,89,,,2017-08-14T00:00:00.000Z,FS / TFS,Algiers Technology Academy,x,,,20,26,25,35,-89.98442558723886
29.917518,-89.98442,NO150 / A_B,6551 Berkley Dr,,WB,United States,,Traffic,,,29.917523408976482,90,,,2017-07-25T00:00:00.000Z,FS / TFS,Algiers Technology Academy,x,,x,20,26,25,35,-89.98442558723886
30.022047,-90.090538,NO151 / A_B,78 Spanish Fort Blvd,,NB,United States,,Traffic,,,30.022052428183375,91,,,,FS / TFS,St Pius X School,x,,x,20,26,25,35,-90.090543620660412
30.022047,-90.090538,NO152 / A_B,78 Spanish Fort Blvd,,SB,United States,,Traffic,,,30.022052428183375,92,,,,FS / TFS,St Pius X School,x,,x,20,26,25,35,-90.090543620660412
29.987624,-90.072826,NO153 / A_B,2914 Paris Ave,,NB,United States,,Traffic,,,29.98762942094589,93,,,2017-07-11T00:00:00.000Z,FS / TFS,St Leo the Great School,x,,x,20,26,35,45,-90.072831614251967
29.987624,-90.072826,NO154 / A_B,2914 Paris Ave,,SB,United States,,Traffic,,,29.98762942094589,94,,,2017-07-11T00:00:00.000Z,FS / TFS,St Leo the Great School,x,,x,20,26,35,45,-90.072831614251967
29.94588,-90.085288,NO155 / A_B,1321 Magnolia St,,NB,United States,,Traffic,,,29.94588541166712,95,,,2017-07-25T00:00:00.000Z,FS / TFS,KIPP Central City Primary,x,,x,20,26,25,35,-90.085293616247029
29.921092,-90.098518,NO156 / A_B,4118 Magazine St,,WB,United States,,Traffic,,,29.921097405988107,96,,,2017-09-11T00:00:00.000Z,FS / TFS,Ecole Bilingue de la Nouvelle-Orleans,x,,x,20,26,30,40,-90.098523618644606
29.982068,-90.069736,NO158 / A_B,1842 N Dorgenois St,,EB,United States,,Traffic,,,29.982073420099965,97,,,2017-06-20T00:00:00.000Z,FS / TFS,Life of Christian Academy,x,,x,20,26,25,35,-90.069741612732301
29.983647,-90.067579,NO160 / A_B,2600 A P Tureaud Ave,,SB,United States,,Traffic,,,29.983652421062718,98,,,2017-09-12T00:00:00.000Z,FS / TFS,St Augustine High School,x,,x,20,26,35,45,-90.067584612402896
29.977438,-90.080124,NO161 / A_B,2724 Esplanade Ave,,NB,United States,,Traffic,,,29.977443418515904,99,,,2017-06-19T00:00:00.000Z,FS / TFS,McDonogh 28 Elementary School,x,,x,20,26,35,45,-90.080129615648417
29.977438,-90.080124,NO162 / A_B,2724 Esplanade Ave,,SB,United States,,Traffic,,,29.977443418515904,100,,,2017-06-20T00:00:00.000Z,FS / TFS,McDonogh 28 Elementary School,x,,x,20,26,35,45,-90.080129615648417
29.967774,-90.090967,NO165 / A_B,3014 Canal St,,EB,United States,,Traffic,,,29.96777941648746,101,,,2017-08-28T00:00:00.000Z,FS / TFS,Warren Easton High School,x,,x,20,26,25,35,-90.090972618837867
29.967958,-90.090552,NO166 / A_B,5663 Freret St,,WB,United States,,Traffic,,,29.967963416144801,102,,,2017-09-05T00:00:00.000Z,FS / TFS,Lusher Middle & High School,x,,x,20,26,35,45,-90.090557617918634
29.93277,-90.115594,NO167 / A_B,1769 Nashville Ave,,NB,United States,,Traffic,,,29.932775407793446,103,,,,FS / TFS,Lusher Middle & High School,x,,x,20,26,30,40,-90.115599623515124
29.93277,-90.115594,NO168 / A_B,1769 Nashville Ave,,SB,United States,,Traffic,,,29.932775407793446,104,,,,FS / TFS,Lusher Middle & High School,x,,x,20,26,30,40,-90.115599623515124
29.935781,-90.113704,NO169 / A_B,3013 Canal St,,WB,United States,,Traffic,,,29.935786408726045,105,,,2017-08-18T00:00:00.000Z,FS / TFS,Warren Easton High School,x,,x,20,26,25,35,-90.113709623315543
29.943985,-90.121447,NO170 / A_B,1409 Broadway St,,NB,United States,,Traffic,,,29.943990410137495,106,,,2017-08-17T00:00:00.000Z,FS / TFS,Lusher Elementary School,x,,x,20,26,35,45,-90.121452625947882
29.944332,-90.121397,NO171 / A_B,1430 Broadway St,,SB,United States,,Traffic,,,29.944337409951853,107,,,2017-08-17T00:00:00.000Z,FS / TFS,Lusher Elementary School,x,,x,20,26,35,45,-90.121402626015865
29.96821,-90.079022,NO172 / A_B,2324 Orleans Ave,,EB,United States,,Traffic,,,29.968215417173621,108,,,2017-07-07T00:00:00.000Z,FS / TFS,Wheatley Elementary School,x,,x,20,26,35,45,-90.079027615520019
29.96821,-90.079022,NO173 / A_B,2324 Orleans Ave,,WB,United States,,Traffic,,,29.968215417173621,109,,,2017-07-06T00:00:00.000Z,FS / TFS,Wheatley Elementary School,x,,x,20,26,35,45,-90.079027615520019
29.982196,-90.087023,NO174 / A_B,3413 Esplanade Ave,,NB,United States,,Traffic,,,29.982201420055194,110,,,2017-06-23T00:00:00.000Z,FS / TFS,Bricolage Academy,x,,x,20,26,35,45,-90.087028618430992
29.982196,-90.087023,NO175 / A_B,3413 Esplanade Ave,,SB,United States,,Traffic,,,29.982201420055194,111,,,2017-06-22T00:00:00.000Z,FS / TFS,Bricolage Academy,x,,x,20,26,35,45,-90.087028618430992
29.9749,-90.100465,Carrollton Ave near Canal,,New Orleans,Louisiana,United States,70119,Surveillance,,There is a camera in front of the old Italian Pie/MilkFish building on Carrollton near Canal.,,,,,,,,,,,,,,,
29.974686,-90.054755,North Derbigny @ Mandeville,2300 North Derbigny Street,New Orleans,Louisiana,United States,70117,Surveillance,,Sits cater corner to the corner store.,,,,,,,,,,,,,,,
29.968003,-90.118725,Eagle St at Olive St,,New Orleans,Louisiana,United States,70118,Surveillance,,Sits on Eagle facing the Hollygrove Community Garden,,,,,,,,,,,,,,,
29.952532,-90.107733,Octavia and Walmsley,4035 Octavia St,New Orleans,Louisiana,United States,70125,Surveillance,//zeemapsimages.s3.amazonaws.com/051185bee25e7c36cd5542f38a857040-1f8d052d14bcb54433d078f7ee466d17.jpg.max800.jpg,"Octavia and Walmsley
across from 4035 Octavia",,,,,,,,,,,,,,,
30.043324,-89.96194,Walmart Parking Lot,6000 Bullard Avenue,New Orleans,Louisiana,United States,70128,Surveillance,,There is a camera on one of the light posts in the Walmart parking lot.,,,,,,,,,,,,,,,
29.97048,-90.058308,Frenchmen @ Royal,Frenchmen Street,New Orleans,Louisiana,United States,70116,Surveillance,,Crime camera,,,,,,,,,,,,,,,
29.966973,-90.042343,Neutral Ground Near Wagners,3200 Saint Claude Ave,New Orleans,Louisiana,United States,70117,Surveillance,//zeemapsimages.s3.amazonaws.com/2f067803f5496a2641a0f3d857bb3c98-5275894349737185383.jpg,"There is a camera on the St. Claude neutral ground between Piety and Louisa, right in front of Wagners corner store, just passed the ""Always Film Cops"" billboard.",,,,,,,,,,,,,,,
29.966283,-90.063592,Esplanade @ N. Rampart,1137 Esplanade Avenue,New Orleans,Louisiana,United States,70116,Surveillance,,"There is a camera on the corner of Esplanade and N. Rampart, right next to the bus stop.",,,,,,,,,,,,,,,
29.961218,-90.115519,Earhart near S. Carrollton,8108 Earhart Boulevard,New Orleans,Louisiana,United States,70118,Surveillance,,"There is a camera on a telephone pole near the corner of Earhart and S. Carrollton, right in front of a neon sign that reads ""God Bless America.""",,,,,,,,,,,,,,,
29.964717,-90.073317,N. Claiborne @ Orleans,755 North Claiborne Avenue,New Orleans,Louisiana,United States,70116,Surveillance,,"There is a camera on a telephone pole on the corner of N. Claiborne and Orleans, right by the Brown Derby.",,,,,,,,,,,,,,,
29.967304,-90.071064,N. Claiborne @ Ursulines,1031 North Claiborne Avenue,New Orleans,Louisiana,United States,70116,Surveillance,,There is a camera on the corner of N. Claiborne and Ursulines on a light pole in front of the old Full Gospel Church of God in Christ.,,,,,,,,,,,,,,,
